1	ワイヤーが苦手で、締めつけが強いのも苦手、だけれども垂れたり胸の形が崩れるのも嫌なのですが、実際に購入してみて、締め付け感もなし、お肉がしっかり持ち上がって形もきれいになり、大満足しています
2	と 同じシリーズのホック無しの方が私には合ってるようで ホールド力もイマイチだし脇の部分がめくれる感じでちょっと…でした
3	シルエットは綺麗ですがワイヤー入りブラの方が立体的なラインになります
4	締め付け感がないのに程よくホールドされる
5	着心地最高
6	締め付け感がなくてもしっかりとホールドされています
7	着心地はとても楽なのにホールド感がしっかりあっていい感じです
8	手持ちのブラは徐々にすべてこれに変えていこうと思います
9	ノンワイヤーブラを初めて購入しました
10	セールの時にもっと買えばよかった…全部これにしたいと思っているくらいお気に入りになりました
